,Title,Price,No. Reviews,Display size,Storage type,CPU Speed,RAM,Rating,Brand,graphics,Processor
108,"13.3 inch Laptop (Intel Celeron J3455 64-bit, 6GB DDR3 RAM, 128GB SSD, 5G Wifi, 10000mAH battery, HD webcam, Windows 10 OS, 1366 * 768 FHD IPS display)",278.99,1,13.3,SSD,1.5,6,5.0,other_brand,0,unknown
109,"Microsoft Surface Laptop Go Ultra-Thin 12.4” Touchscreen Laptop (Sandstone) - Intel 10th Gen Quad Core i5, 8GB RAM, 128GB SSD, Windows 10 Home in S Mode, 2020 Edition",649.0,118,12.45,Flash Memory Solid State,3.6,8,4.5,other_brand,0,i5
110,"HUAWEI MateBook 13 2020 - 13 Inch Laptop with 2K FullView Multi-touch Screen - 10th Gen Intel Core i7-10510U, 16GB RAM, 512GB SSD, NVIDIA GeForce MX250, Windows 10 Home, Space Grey",874.99,230,13.0,Flash Memory Solid State,4.2,16,4.6,other_brand,1,i7
111,"Lenovo IdeaPad 1 11.6 Inch Laptop - AMD Athlon Silver 3050e Processor, 4 GB RAM, 64 GB Storage, Windows 10S, Platinum Grey, Office 365 Personal",199.99,25,11.6,EMMC,1.2,4,4.6,lenovo,0,amd
112,"HP 14"" EliteBook 840 G4 Ultrabook - Full HD (1920 x 1080p) - Intel i5-7200U CPU - 16GB DDR4 RAM - 256GB SSD - WebCam - WiFi - Windows 10 Professional Laptop PC (Renewed)",499.99,1,14.0,SSD,2.5,16,5.0,hp,0,i5
113,"Acer Swift 3 SF313-53 13.5 inch Laptop - (Intel Core i5-1135G7, 8GB RAM, 512GB SSD, QHD 3:2 Display, Windows 10, Silver)",799.99,12,13.5,Flash Memory Solid State,4.2,8,3.6,acer,0,i5
114,"LincPlus P2 14"" Slim Metal Laptop with Windows 10, Intel Celeron N3350 4GB RAM 64GB eMMC Storage Upgradeable by SSD, Full HD Fanless quiet Notebook with QWERTY UK Keyboard",259.99,151,14.0,SSD,2.4,4,4.2,other_brand,0,unknown
115,"Dell XPS 13 7390 13.3 Inch UHD Laptop, Intel Core i7-10510U (10th Gen), 16 GB RAM, 512 GB SSD, InfinityEdge Touch Display, Fingerprint Reader, Killer Networking, Win 10 Home (White)",1373.32,37,13.3,Flash Memory Solid State,4.9,16,4.1,dell,0,i7
116,"Asus A509JA Core i7 8GB 512GB SSD 15.6"" Win10 Home Laptop",699.95,16,15.6,SSD,1.3,8,4.3,asus,0,i7
117,"HP Pavilion 15-ec1006na 15.6 Inch Full HD IPS Gaming Laptop - (Shadow Black) (AMD Ryzen 7 4800H, NVIDIA GeForce GTX 1660 Ti (6 GB Dedicated) Graphics, 8 GB RAM, 512 GB SSD, Windows 10 Home 64)",899.99,455,15.6,Flash Memory Solid State,2.9,8,4.7,hp,1,amd
118,Laptop 15.6 inch (Intel Celeron J4115 CPU Quad Core 8GB RAM 128GB SSD 1920x1080 FHD Display Windows 10 Pro Pre-installed) Ultra Slim Notebook with Webcam WiFi Mini HDMI Independent Numeric Keypad Grey,339.99,8,15.6,SSD,1.8,8,4.1,other_brand,0,unknown
119,"MSI GF63 Thin 10SCSR-655UK - 15.6 Inch Full HD 144 Hz Gaming Laptop, Intel Core i7-10750H, NVIDIA GTX 1650Ti, 8 GB RAM, 256 GB NVMe SSD, Windows 10",839.99,13,15.6,Flash Memory Solid State,2.6,8,4.2,other_brand,1,i7
120,"Lenovo Legion 5 17.3 Inch FHD Gaming Laptop (Intel Core i5, 8 GB RAM, 512 GB SSD, NVIDIA GeForce GTX 1650, Windows 10 Home) – Phantom Black",899.99,2,17.3,Flash Memory Solid State,2.5,8,3.1,lenovo,1,i5
121,"Lenovo IdeaPad 5 15.6 Inch FHD Laptop - (AMD Ryzen 7, 8 GB RAM, 512 GB SSD, Windows 10 Home S Mode) - Light Teal",629.99,9,15.6,Flash Memory Solid State,2.4,8,5.0,lenovo,0,amd
122,"CHUWI HeroBook Plus 15.6'' Laptop, 12GB RAM 256GB SSD, Intel Quad Core Celeron J4125, 4K Video Decoding, Windows 10 Home, USB 3.0, HDMI, 2.4G/5G WiFi, Gigabit Ethernet, BT 5.1",439.0,84,15.6,SSD,2.0,12,4.1,other_brand,0,unknown
123,"ASUS VivoBook 14 R424FA 14"" Laptop - Pentium 2.3GHz CPU, 4GB RAM, Windows 10",317.25,2,14.0,SSD,2.3,4,5.0,asus,0,unknown
124,"Asus M509DA Full HD IPS Ryzen 3 8GB 256GB SSD 15.6"" Win10 Home Laptop",475.0,1,15.6,SSD,2.6,8,5.0,asus,0,unknown
125,"15.6"" ASUS A516MA Full HD Laptop Backlit Keyboard Intel Pentium Quad Core CPU,8GB DDR4 256GB M.2 NVMe SSD Win10 Pro, 3 X USB Ports",389.59,1,15.6,SSD,3.1,8,4.0,other_brand,0,unknown
126,"New Apple MacBook Air with Apple M1 Chip (13-inch, 8GB RAM, 256GB SSD) - Gold (Latest Model)",939.0,673,13.3,Flash Memory Solid State,3.1,8,4.8,other_brand,0,unknown
127,"HP 250 G7 15.6"" Full HD Laptop Intel Core i5-1035G1 8GB RAM 256GB SSD Windows 10 Home - 15L03ES#ABU",599.97,4,15.6,SSD,1.0,8,3.6,hp,0,i5
128,"Lenovo IdeaPad Slim 1 14 Inch HD Laptop - (AMD A4, 4GB RAM, 64GB eMMC, Windows 10 Home S Mode) - Platinum Grey",299.0,506,14.0,EMMC,1.5,4,4.0,lenovo,0,amd
129,"Lenovo Yoga Slim 7 14 Inch FHD Laptop - (AMD Ryzen 5, 8 GB RAM, 256 GB SSD, Windows 10) – Orchid",599.0,71,14.0,Flash Memory Solid State,2.3,8,4.3,lenovo,0,amd
130,"HUAWEI MateBook 14 2020 - 14 Inch Laptop with 2K FullView Display, AMD Ryzen 5 4600H Ultrabook, 16 GB RAM, 512 GB PCIe SSD, Windows 10 Home, Huawei Share, Fingerprint Unlock, Space Grey",849.99,230,14.0,SSD,2.4,512,4.6,other_brand,0,amd
131,"Microsoft Surface Laptop 3 Ultra-Thin 15” Touchscreen Laptop (Platinum) - AMD Ryzen 5 3580U, 16GB RAM, 256GB SSD, Windows 10 Home, 2019 Edition",1348.46,353,15.0,SSD,2.1,16,4.6,other_brand,0,amd
132,"Lenovo Yoga Slim 7 14 Inch FHD Laptop - (Intel Core i7 11th gen, 8 GB RAM, 512 GB SSD, Windows 10 Home) – Slate Grey",799.99,71,14.0,SSD,4.7,8,4.3,lenovo,0,i7
133,"Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2060 6GB, 15.6"" Full HD 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, P/N PH315-53-72XD",1249.0,2722,15.6,SSD,2.6,16,4.7,acer,1,i7
134,"Lenovo Ideapad 3 15.6"" Full HD Laptop (Business Black) (AMD 3020e, 4GB RAM, 128GB SSD, Microsoft 365 Personal 1-Year, Windows 10 S)",422.94,9,15.6,SSD,1.2,4,4.3,lenovo,0,amd
135,"HP OMEN 17-cb1002na 17.3 Inch Full HD, 144 Hz Gaming Laptop, Intel Core i7-10750H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 2070 Graphics (8 GB Dedicated) Graphics, Windows 10 Home - Black",1699.99,307,17.3,Others,2.6,16,4.6,hp,1,i7
136,"ASUS ZenBook UX425EA 14 inch Full HD 300nits Laptop (Intel i5-1135G7, 16GB RAM, 512GB SSD, 32GB Intel Optane Memory, Backlit Keyboard, Windows 10) Includes USB-C to audio jack adapter",849.99,103,14.0,SSD,2.4,16,4.4,asus,0,i5
137,"New Lenovo Quad Turbo Laptop, 4GB RAM, 128GB SSD, HD, Win 10 Pro, Office 2019, Wi-Fi, Bluetooth",524.44,27,15.6,SSD,2.6,4,4.7,other_brand,0,unknown
138,"AWOW 11.6 Inch Laptop Computer Touchscreen 2 in 1 Laptop PC, Windows 10 in S Mode Intel Celeron N3450 8GB RAM 256GB SSD with Stylus Pen, 1920 x 1080 FHD IPS, 1.4a HDMI, BT 4.2, USB3.0, Type-C(Blue)",369.99,72,11.6,SSD,1.1,8,4.3,other_brand,0,unknown
139,Lenovo ThinkPad T430 Core i5 16GB 240GB SSD DVD WiFi WebCam USB 3.0 Windows 10 Professional 64-bit Laptop PC (Renewed),335.0,192,14.0,SSD,2.5,16,4.4,lenovo,0,i5
140,Samsung Galaxy Book S 13.3 Inch 256 GB Intel Core with Intel Hybrid Technology Laptop - Mercury Grey (UK Version),799.0,84,13.3,Flash Memory Solid State,1.4,256,4.4,other_brand,0,unknown
141,"Lenovo Yoga Slim 7 14 Inch FHD Laptop - (Intel Core i5 11th gen, 8 GB RAM, 256 GB SSD, Windows 10 Home) – Slate Grey",649.99,71,14.0,SSD,4.2,8,4.3,lenovo,0,i5
142,"ASUS VivoBook with Microsoft Office 365 - E410MA Full HD 14 inch Laptop (Intel Celeron N4020, 4GB RAM, 64GB eMMC, Windows 10 S) - Includes LED NumberPad",249.99,1,14.0,EMMC,2.8,4,5.0,asus,0,unknown
143,"Dell New XPS 17 9700 17.0"" UHD+ InfinityEdge Touch Anti-Reflecitve 500-Nit Laptop, Intel Core i7-10750H, 16 GB RAM, 1 TB SSD, NVIDIA GTX 1650Ti, Fingerprint Reader, Killer Wi-Fi6, Win 10 Home",2599.0,82,17.0,Flash Memory Solid State,5.0,16,4.1,dell,1,i7
144,HP ELITEBOOK x360 1030 G2 13.3in Touchscreen LAPTOP INTEL CORE i5 7th GEN 2.5GHZ WEBCAM 8GB RAM 256GB SSD WINDOWS 10 PRO 64BIT (Renewed),547.04,27,13.3,SSD,2.5,8,4.0,hp,0,i5
145,"Acer Chromebook 314 CB314-H - (Intel Celeron N4000, 4GB RAM, 32GB eMMC, 14 inch HD display, Chrome OS, Silver)",229.0,396,14.0,Flash Memory Solid State,1.1,4,4.5,acer,0,unknown
146,"Dell G5 15.6 inch FHD Gaming laptop, Intel Core i7-10750H (10th Gen), 144Hz 300 nits IPS Anti-Glare Narrow Border Display, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 2060 with 6GB GDDR6, Win 10 Home",999.0,46,15.6,Flash Memory Solid State,5.0,16,4.2,dell,1,i7
147,"CHUWI 14-Inch Laptop, 16GB RAM, 512GB SSD, GemiBook Pro Computer-All Metal Body, 2K (2160x1440) IPS Dispaly, Intel Celeron J4125 Processor, Windows 10 Home, 2.4G/5G WiFi, BT 5.1, Backlit Keyboard",499.0,114,14.0,SSD,2.0,16,4.3,other_brand,0,unknown
148,"FANCY CHERRY 10 inch 8GB Laptop Netbook Notebook PC Ultrabook Android HDMI Dual Core WIFI Camera, Accessories Laptop Bag + Mouse + Mouse Pad + Earphone (Black)",119.0,246,10.0,SSD,1.5,1,3.0,other_brand,0,unknown
149,"HP 250 G7 15.6-inch Laptop, Intel Core i5-1035G1, 16 GB RAM, 512 GB SSD, No Optical, Windows 10 Pro",799.0,4,15.6,SSD,3.6,16,5.0,hp,0,i5
150,"ASUS TUF Dash FX516PM 15.6 Inch Full HD 144 Hz Gaming Laptop (Intel i7-11370H, Nvidia GeForce RTX 3060, 8 GB RAM, 512 GB SSD, 4-Zone RGB Keyboard, Windows 10)",998.98,124,15.6,SSD,3.3,8,4.4,asus,1,i7
151,"CHUWI HeroBook Pro Laptop, 14.1"" FHD (1920x1080) IPS Display, 4K Video Decoding, Intel N4000 Processor, Windows 10 Home, 8GB LPDDR4, 256GB SSD, WiFi 2.4G, BT 4.0, USB 3.0, HDMI",349.0,272,14.1,SSD,1.1,8,4.0,other_brand,0,unknown
152,"Lenovo IdeaPad Creator 5 15.6 Inch FHD Laptop - (Intel Core i5, 8GB RAM, 256 GB SSD, GTX 1650 Graphics, Windows 10 Home) - Dark Moss",899.99,9,15.6,Flash Memory Solid State,2.5,8,5.0,lenovo,1,i5
153,"Asus M509DA Ryzen 7 8GB 512GB SSD 15.6"" Win10 Home Laptop",699.0,6,15.6,SSD,2.3,8,4.2,asus,0,unknown
154,"Jumper EZbook X3 laptop windows 10 Thin and Light Laptop 13.3 inch HD PC computer, Intel Apollo Lake N3350 CPU 6GB RAM 64GB eMMC Supports up to 256GB TF Card and SSD extension",243.99,3425,13.3,EMMC,2.0,6,4.2,other_brand,0,unknown
155,"CHUWI Hi10X Convertible Laptop, Intel Celeron N4120, 10.1"" FHD (1920x1200) Touch, 6GB LPDDR4, 128GB eMMC, Windows 10 Home, 4K Video Decoding, 2.4G/5G WiFi, 2-in-1 Laptop Include Keyboard and Stylus",279.0,173,10.1,SSD,1.1,6,4.1,other_brand,0,unknown
156,"HP Chromebook X360 14c-ca0004na 14 Inch Full HD Touch-screen Display, (Silver) (10th Generation Intel Core i3-10110U, 8 GB RAM, 128 GB eMMC, 100 GB Google One, 1 Year Subscription Included)",549.99,1037,14.0,EMMC,2.1,8,4.5,hp,0,i3
157,"2021 15.6-inch Laptop 6G + 256G Intel celeron J3455 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 6G+256G)",368.0,10,15.6,SSD,2.0,6,3.6,other_brand,0,unknown
158,"Lenovo Ideapad Slim 1-11ADA05 (82GV001SUK) 11.6"" Laptop (Ice Blue) (AMD 3020e, 4GB RAM, 64GB eMMC, Windows 10 S, Microsoft 365 Personal 1-Year Subscription)",218.0,6,11.6,Others,1.2,4,4.4,lenovo,0,amd
159,"15.6 inch Laptop (Intel Celeron 64-bit, 8GB DDR3 RAM, 128GB SSD, 10000mAH battery, HD webcam, Windows 10 Pro OS Preinstalled, 1920 * 1080 FHD IPS display) Notebook",303.99,64,15.6,SSD,1.5,8,3.1,other_brand,0,unknown
160,"Dell New XPS 13 9310 13.3 Inch Laptop, Intel Core i7-1185G7 Processor (4.8 GHz), 16:10 FHD+ (1920 x 1200) InfinityEdge 500 Nit Display, 16 GB RAM, 512 GB NVMe SSD, Fingerprint Reader, Windows 10 Home",1599.0,35,13.4,Flash Memory Solid State,4.8,16,4.2,dell,0,i7
161,"ASUS VivoBook with Microsoft Office 365 E410MA 14 Inch Laptop (Intel Celeron N4020, 4 GB RAM, 64 GB eMMC, Windows 10 S), White",249.99,2661,14.0,Flash Memory Solid State,1.1,4,4.0,asus,0,unknown
162,TECLAST F6 Laptop Windows 10 Thin and Light Laptop 13.3 Inch 1920x1080 FHD IPS PC Computer Intel N3350 CPU 1.10-2.40GHz 8GB+128GB SSD Supports up to 256GB TF Card and SSD Expansion,309.99,9,13.3,SSD,1.1,8,3.8,other_brand,0,unknown
163,"ASUS M509 15.6-inch Laptop, AMD Ryzen 3 3250U, 36 GB RAM, 2 TB SSD, Windows 10 Pro",999.0,1,15.6,SSD,3.5,36,5.0,asus,0,amd
164,"AWOW 11.6 Inch Laptop Computer Touchscreen 2 in 1 Laptop PC, Windows 10 in S Mode Intel Celeron N3450 8GB RAM 256GB SSD with Stylus Pen, 1920 x 1080 FHD IPS, 1.4a HDMI, BT 4.2, USB3.0, Type-C(Purple)",369.99,72,11.6,SSD,1.1,8,4.3,other_brand,0,unknown
165,Lenovo ThinkPad X250 12.5in Ultrabook Core i5-5300U 8GB 256GB SSD Windows 10 Professional 64-bit (Renewed),269.99,39,12.5,SSD,2.3,8,4.4,lenovo,0,i5
166,"MSI GF63 Thin 10SCXR-426 - 15.6 Inch Full HD Gaming Laptop, Intel Core i5-10300H, NVIDIA GeForce GTX 1650, 8 GB RAM, 256 GB NVMe SSD, Windows 10 Home",697.97,68,15.6,SSD,2.5,8,4.5,other_brand,1,i5
167,"Laptop 13.3-inch (IPS display, Intel 64-bit quad-core celeron j3455 processor, 6GB RAM, 128GB SSD,Windows 10 , USB 3.0, Dual Band Wifi, support 128GB Micro SD and 1TB SSD)Notebook computer",239.99,443,14.1,SSD,1.5,4,3.5,other_brand,0,unknown
168,TOPOSH Windows 10 Laptop 10.1 Inch PC Mini Notebook Computer 2GB RAM+32GB SSD Intel Atom X5-Z8350 Quad-Core Graphics 1.92 GHz US Keyboard - Black,199.99,135,10.1,SSD,1.92,2,3.8,other_brand,1,unknown
169,"Jumper Touch Screen Laptop with Microsoft Office 365 11.6Inch FHD 2in1Laptop 4GB RAM 64GB eMMC,Intel Quad CPU,Metal Material,Windows 10 Home,TF Card 256GB, SSD Supports up to 512GB Expansion.",299.99,236,11.6,Flash Memory Solid State,2.2,4,4.3,other_brand,0,unknown
170,"HP Envy 15-ep0011na 15.6-inch Full HD Touchscreen Laptop Natural Silver - Intel Core i7-10750H, NVIDIA GeForce GTX 1660 Ti, 6 GB Dedicated Graphics, 16 GB RAM, 512 GB SSD, Windows 10 Home",1499.99,350,15.6,Flash Memory Solid State,2.6,16,4.4,hp,1,i7
171,"Microsoft Surface Laptop Go Ultra-Thin 12.4” Touchscreen Laptop (Ice Blue) - Intel 10th Gen Quad Core i5, 8GB RAM, 128GB SSD, Windows 10 Home in S Mode, 2020 Edition",625.0,118,12.45,Flash Memory Solid State,3.6,8,4.5,other_brand,0,i5
172,"iSTYLE 10.1 inch Windows 10 Ultra Thin Full HD Laptop 2GB RAM 32GB Storage [Atom 1.44Ghz Quad Core USB 3.0 WiFi HDMI Bluetooth] Laptop Accessories,Laptop Bag  Mouse  Mouse Pad  Headphone (Blue)",152.99,102,10.1,Others,1.44,2,3.8,other_brand,0,unknown
173,"2021 15.6-inch laptop 8G + 256G Intel celeron J3455 high-performance quad-core CPU, 2PCS 4500mAh can work continuously for 6-8 hours, WIFI, HDMI, Bluetooth 4.0, Windows 10 (Silver 8G+256G)",368.0,6,15.6,SSD,2.0,8,3.3,other_brand,0,unknown
174,"Dell Latitude E7470 14 Inch Laptop Black - Intel Core i5 2.4GHz, 16GB RAM, 256GB SSD, Intel HD Graphics 520, Windows 10 Pro (Renewed)",465.0,54,15.4,SSD,2.4,16,4.3,dell,1,i5
175,"Lenovo IdeaPad 3 14 Inch FHD Laptop - (Intel Pentium Gold, 4 GB RAM, 128 GB SSD, Windows 10 S Mode) - Cherry Red",329.99,9,14.0,Flash Memory Solid State,2.4,4,4.8,lenovo,0,unknown
176,Jumper Laptop 8GB DDR4 128GB eMMC with 13.3 inch FHD 1080P Ultrabook PC Apollo Lake N3450 Quad Core Processor Windows 10 Computer PC Support 1TB M.2 SSD and 256GB TF card Expansion,275.99,3425,13.3,EMMC,1.0,8,4.2,other_brand,0,unknown
177,"2020 15.6-inch Laptop 8G + 128G Intel celeron J3455 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 8G+128G)",287.3,37,15.6,SSD,2.0,8,3.5,other_brand,0,unknown
178,"Acer Chromebook Spin 513 CP513-1H - (Qualcomm SC7180, 4GB RAM, 64GB eMMC, 13.3 inch Full HD Touchscreen Display, Chrome OS, Silver)",399.0,1,13.3,EMMC,2.4,4,4.0,acer,0,unknown
179,Windows 10 Lenovo T540 i5-4300U Laptop PC - 8GB DDR3 - 240GB SSD - Webcam - Wi-Fi (Renewed),309.95,3,15.6,SSD,2.6,8,3.4,other_brand,0,i5
180,"CHUWI Aerobook Ultrabook Laptop, 13.3-inch Windows 10 Notebook PC Intel Core M3 6Y30 8GB RAM 256GB SSD 1920 * 1080 Laptop with Backlit Keyboard Metal Cover Notebook",359.0,119,13.3,SSD,0.9,8,3.8,other_brand,0,unknown
181,"HP Stream 11-ak0008na 11.6 Inch Laptop (Rose Pink) (Intel Celeron N4000, 2 GB RAM, 32 GB eMMC, Office 365 and 1 TB OneDrive Cloud Storage, 1 Year Subscription Included, Windows 10 Home)",237.9,380,11.6,EMMC,1.1,2,4.2,hp,0,unknown
182,"Dell G5 15.6 inch FHD Gaming laptop, Intel Core i7-10750H (10th Gen), 144Hz 300nits IPS Display, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 2070 Max-Q Design with 8GB GDDR6, Killer Wi-Fi 6, Win 10",1199.0,46,15.6,Flash Memory Solid State,5.0,16,4.2,dell,1,i7
183,"ASUS VivoBook X712JA Full HD 17.3"" Laptop (Intel i5-1035G1, 8GB RAM, 128GB SSD + 1TB HDD, Windows 10)",649.99,84,17.3,HDD,1.0,8,4.3,asus,0,i5
184,"Lenovo Yoga Slim 7 14 Inch FHD Laptop - (AMD Ryzen 7, 8 GB RAM, 512 GB SSD, Windows 10) – Orchid",749.0,71,14.0,Flash Memory Solid State,2.0,8,4.3,lenovo,0,amd
185,"Lenovo Chromebook S345 14 Inch FHD Laptop - (AMD A4, 4GB RAM, 32GB eMMC, Chrome OS) - Mineral Grey",249.0,364,14.0,EMMC,1.6,4,4.5,lenovo,0,amd
186,"HP EliteBook 840 G2 14-inch Ultrabook Laptop PC (Intel Core i5-5200U, 8GB RAM, 512GB SSD, WiFi, WebCam, Windows 10 Professional 64-bit)(Renewed)",489.9,715,14.0,SSD,2.2,8,4.1,hp,0,i5
187,"CHUWI AeroBook Pro Laptop, 13.3-inch Windows 10 Notebook PC Intel Core M3 8100Y 8GB RAM 256GB SSD 1920 * 1080 Laptop, Dual Wifi, BT4.2 with Backlit Keyboard Metal Cover Ultrabook",399.0,24,13.3,SSD,1.1,8,4.3,other_brand,0,unknown
188,"CHUWI Laptop, 13” Full HD IPS Display, Intel Core i3-6157U Processor, 8GB RAM 256GB SSD, Windows 10 Home",469.0,24,13.0,SSD,2.4,8,4.3,other_brand,0,i3
189,"15.6 inch Laptop (Intel Celeron 64-bit, 8GB DDR3 RAM, 256GB SSD, 10000mAH battery, HD webcam, Windows 10 OS Preinstalled, 1920 * 1080 FHD IPS display) Notebook",318.99,7,15.6,SSD,1.5,8,3.3,other_brand,0,unknown
190,"Lenovo IdeaPad Flex 3 11.6 Inch HD 2-in-1 Laptop - (Intel Celeron, 4 GB RAM, 64 GB eMMC, Chrome OS) - Almond",319.99,75,11.6,EMMC,1.1,4,4.5,lenovo,0,unknown
191,"ASUS VivoBook M413DA Full HD 14 Inch Laptop (AMD Ryzen 5, 8 GB RAM, 512 GB SSD, Windows 10) Includes reversible USB 3.2 Type-C port",549.99,729,14.0,Flash Memory Solid State,3.7,8,4.5,asus,0,amd
192,"New Apple MacBook Air with Apple M1 Chip (13-inch, 8GB RAM, 256GB SSD) - Silver (Latest Model)",916.9,673,13.3,Flash Memory Solid State,3.1,8,4.8,other_brand,0,unknown
193,"Lenovo V14-ADA 14-inch Laptop, AMD Ryzen 3 3250U, 4 GB RAM, 256 GB SSD, Windows 10 Home",399.0,13,14.0,SSD,3.5,4,3.9,lenovo,0,amd
194,"Lenovo ThinkBook 15 IIL (20SM000FUK) 15.6"" Full HD Laptop (Mineral Grey) (Intel Core i5-1035G1, 8GB RAM, 256GB SSD, Windows 10 Pro)",756.74,3,15.6,SSD,1.0,8,4.6,lenovo,0,i5
195,"Microsoft Surface GO 2 10 Inch 2-in-1 Laptop and Tablet PC, Silver (Intel Pentium Gold Processor 4425Y, 4GB RAM, 64GB eMMC, Windows 10, 2020 Model), with Surface Go 2 Type Cover, Black",472.77,397,10.0,Flash Memory Solid State,1.7,4,4.7,other_brand,0,unknown
196,"DELL Chromebook 3120 Black 11.6"" 1366 x 768 pixels Intel Celeron N2840 2GB RAM DDR3L 16GB eMMC SSD Chrome OS (Renewed)",170.0,84,11.0,SSD,2.16,4,4.0,dell,0,unknown
197,"CHUWI 2-in-1 Laptop, 11.6"" FHD Touch Display, 4K Video Decoding, Intel N4120 UBook Tablet, Keyboard and Pen Included, Windows 10 Home, 8GB RAM 256GB SSD, Long-Lasting Battery",369.0,184,11.6,SSD,1.1,8,4.2,other_brand,0,unknown
198,"Lenovo Yoga Slim 7 14 Inch FHD Laptop - (Intel Core i7 11th gen, 8 GB RAM, 512 GB SSD, Windows 10 Home) – Orchid",799.99,71,14.0,SSD,4.7,8,4.3,lenovo,0,i7
199,"New Apple MacBook Pro with Apple M1 Chip (13-inch, 8GB RAM, 256GB SSD) - Space Grey (Latest Model)",1152.0,774,13.3,Flash Memory Solid State,3.1,8,4.7,other_brand,0,unknown
200,"Lenovo IdeaPad 1 11'' Laptop (AMD Processor, 4GB RAM, 64GB Storage, Windows 10S) - Platinum Grey",228.89,185,11.6,EMMC,2.8,4,4.4,lenovo,0,amd
201,"HP 14"" EliteBook 840 G3 Ultrabook - Full HD (1920x1080) Core i5-6300U 16GB DDR4 256GB SSD WebCam WiFi Windows 10 Professional 64-bit Laptop PC (Renewed)",499.0,715,14.0,SSD,2.4,16,4.1,hp,0,i5
202,BLACK HP CHROMEBOOK 14in G1 INTEL 1.4GHZ 4GB RAM 16GB SSD HD WEBCAM CHROME OS (Renewed),199.99,384,14.0,SSD,1.4,4,4.2,hp,0,unknown
203,TECLAST F7 Air 14.1 Inch Laptop 8GB RAM 256GB ROM FHD 1920x1080 Intel N4120 Quad Core 64 Bit 1.1GHz-2.6GHz Windows 10 Computer PC Notebook BT 4.0 Dual WiFi 4250 mWh,449.98,13,14.1,SSD,2.6,8,3.9,other_brand,0,unknown
204,"HP Stream 14-cm0042na 14 Inch Laptop, White (AMD A4-9125 Dual Core, 4 GB RAM, 64 GB eMMC, 1 TB OneDrive and Office 365, 1 Year Subscription Included, Windows 10 Home)",329.0,700,14.0,EMMC,2.3,4,4.4,hp,0,amd
205,"TECLAST F7 Plus 14.1 Inch Laptop, 8GB+256GB SSD Windows 10 Laptop, Intel N4100 Quad Core 2.4GHz, 1920x1080 Full HD IPS Display, 4K Video Decoding, 7mm Ultra Thin Metal Body, Backlit Keyboard Dual WiFi",399.99,44,14.1,SATA,1.1,8,4.1,other_brand,0,unknown
206,"HP Spectre x360 15-eb0003na 15.6 Inch 4K Convertible Laptop with Stylus, Nightfall Black (Intel Core i7-10750H, 16GB RAM, 512GB SSD,NVIDIA GeForce GTX 1650 Graphics, 4GB Dedicated, Windows 10 Home)",1699.99,40,15.6,Flash Memory Solid State,2.6,16,4.1,hp,1,i7
207,"HP Pavilion 15-dk1019na 15.6 Inch Full HD Gaming Laptop - (Shadow Black) (Intel Core i7-10750H, NVIDIA GeForce GTX 1660 Ti (6 GB Dedicated) Graphics, 8 GB RAM, 512 GB SSD, Windows 10 Home)",999.99,455,15.6,Flash Memory Solid State,2.6,8,4.7,hp,1,i7
208,"CHUWI 14-Inch Laptop, 12GB RAM, 256GB SSD, GemiBook Pro Computer-All Metal Body, 2K (2160x1440) IPS Dispaly, Intel Celeron J4125 Processor, Windows 10 Home, 2.4G/5G WiFi, BT 5.1, Backlit Keyboard",439.0,114,14.0,SSD,2.0,12,4.3,other_brand,0,unknown
209,"ASUS A516MA 15.6"" FHD Intel Pentium Silver N5030 20GB DDR4 512GB NVMe SSD Intel UHD Graphics Backlit KB WIN 10 PRO",599.0,4,15.6,SSD,1.1,20,3.8,asus,1,unknown
210,"Lenovo ThinkPad X270 12.5"" Ultrabook - Intel Core i5-6300U 2.4GHz 8GB DDR4 256GB SSD HDMI WiFi WebCam Windows 10 Pro 64-bit (Renewed)",285.0,8,12.5,SSD,2.4,8,4.8,lenovo,0,i5
211,"KUU K2s 14.1 inch Laptop, Intel Celeron J4115 Quad Core Up to 2.5Ghz, 8GB RAM 256GB SSD Full-size ultra-narrow bezel keyboard with fingerprint unlock keyboard backlight (8GB+256GB SSD)",339.99,113,14.1,SSD,1.8,8,3.7,other_brand,0,unknown
212,"Lenovo T430 (14in Laptop) [Intel Core i5 3320M 2.60GHz, 8GB Memory, 240GB SSD, DVDRW] with Windows 10 Professional (Renewed)",323.99,217,14.0,SSD,2.6,8,4.4,lenovo,0,i5
213,"HP Stream 11-ak0006na 11.6 Inch Laptop, (White) (Intel Celeron N4000, 2 GB RAM, 32 GB eMMC, Microsoft 365 and 1 TB OneDrive Cloud Storage, 1 Year Subscription Included, Windows 10 Home)",228.99,91,11.6,Others,1.1,2,4.1,hp,0,unknown
